name,adresse,telefon,website,hat_website,score,probleme,empfehlung,types
Restaurant La Galleria,"Steinern Str. 23, 55252 Wiesbaden-Mainz-Kastel, Deutschland",06134 1575,https://www.restaurant-la-galleria.de/,True,80,IE-Kompatibilität; keine Media Queries,OK,"italian_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment"
Pizzeria Kiara,"Welschnonnengasse 1, 55116 Mainz, Deutschland",06131 6192799,http://www.kiara-mainz.de/,True,80,IE-Kompatibilität; keine Media Queries,OK,"pizza_restaurant,italian_restaurant,restaurant,point_of_interest,food,establishment"
MoschMosch Mainz,"Mailandsgasse 3, 55116 Mainz, Deutschland",06131 4807082,http://www.moschmosch.com/,True,80,IE-Kompatibilität; keine Media Queries,OK,"japanese_restaurant,restaurant,food,point_of_interest,establishment"
Lôc Vegan Kitchen,"Bahnhofstraße 4-6, 55116 Mainz, Deutschland",06131 2139589,http://loc-vegan.de/?utm_source=google_business_profile&utm_medium=button&utm_tracking_link_id=c444e46e-f46b-48c7-9a9b-1b7373a09c38,True,80,IE-Kompatibilität; keine Media Queries,OK,"vegan_restaurant,asian_restaurant,food_delivery,vegetarian_restaurant,sushi_restaurant,meal_takeaway,japanese_restaurant,restaurant,point_of_interest,food,establishment"
Asia Bao Anh - Asiatisches Restaurant,"Stefanstraße 10, 55257 Budenheim, Deutschland",06139 292828,http://asiabudenheim.de/,True,80,IE-Kompatibilität; keine Media Queries,OK,"asian_restaurant,restaurant,point_of_interest,food,establishment"
Via Monte Mainz,"Rheinstraße 47-49, 55116 Mainz, Deutschland",06131 8942612,https://via-monte.eatbu.com/?lang=de,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Augustinerkeller,"Augustinerstraße 26, 55116 Mainz, Deutschland",06131 222662,https://augustinerkeller-mainz.eatbu.com/,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"german_restaurant,wine_bar,european_restaurant,bar,restaurant,food,point_of_interest,establishment"
Maxim - Restaurant,"Neubrunnenplatz 1a, 55116 Mainz, Deutschland",06131 1439429,https://maxim-mz.de/,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"western_restaurant,cocktail_bar,apartment_building,bar,lodging,service,restaurant,food,point_of_interest,establishment"
august,"Leichhof 14, 55116 Mainz, Deutschland",06131 2495379,http://www.august-mainz.de/,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"restaurant,food,point_of_interest,establishment"
pankratz,"Lindenpl. 6, 55129 Mainz-Hechtsheim, Deutschland",06131 957780,https://www.pankratiushof.de/,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"german_restaurant,breakfast_restaurant,european_restaurant,restaurant,food,point_of_interest,establishment"
Café Lille Hus Mainz,"Kirschgarten 21, 55116 Mainz, Deutschland",,https://www.lillehusmainz.de/,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"breakfast_restaurant,scandinavian_restaurant,cafe,restaurant,food,point_of_interest,establishment"
Moctezuma Mainz,"Rheinstraße 23, 55116 Mainz, Deutschland",06131 234143,https://moctezuma-mainz.eatbu.com/,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"mexican_restaurant,restaurant,food,point_of_interest,establishment"
Hasekaste Mainz,"Eugen-Salomon-Straße 1, 55128 Mainz, Deutschland",06131 37550483,http://hasekaste.de/,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"restaurant,food,point_of_interest,establishment"
Bistro U1,"Bahnhofpl. 2, 55116 Mainz, Deutschland",06131 5542704,https://bistro-u1-mainz.eatbu.com/?lang=de#contact,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"bistro,restaurant,food,point_of_interest,establishment"
COCO Green Goodies,"Schillerstraße 24, 55116 Mainz, Deutschland",06131 2779699,https://cocogreengoodies.de/,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"salad_shop,restaurant,food,point_of_interest,establishment"
Da Marcello,"Hans-Böckler-Straße 8a, 55128 Mainz, Deutschland",06131 35798,https://da-marcello-mainz.eatbu.com/?lang=de,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"restaurant,chocolate_shop,vegan_restaurant,vegetarian_restaurant,ice_cream_shop,candy_store,italian_restaurant,dessert_shop,confectionery,cake_shop,wholesaler,bakery,food_store,store,manufacturer,food,point_of_interest,establishment"
Restaurant Mediterraneo,"Am Judensand 3, 55122 Mainz, Deutschland",06131 5703454,http://www.mediterraneo-mainz.de/,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"italian_restaurant,restaurant,food,point_of_interest,establishment"
La Fontana,"Waldthausenstraße 87, 55126 Mainz, Deutschland",06131 472349,https://la-fontana-mainz.eatbu.com/?lang=de,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"restaurant,point_of_interest,food,establishment"
Mr. LE - Vietnamesisches Restaurant,"Fischtorstraße 1, 55116 Mainz, Deutschland",06131 1438345,https://mrle-vietnamrestaurant.de/,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"asian_restaurant,vietnamese_restaurant,sushi_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment"
Kaia Mainz – Modern Asian Dining,"Leibnizstraße 34, 55118 Mainz, Deutschland",06131 5540749,http://www.kaia-mainz.de/,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"restaurant,food,point_of_interest,establishment"
Ba Bao,"Gaustraße 9, 55116 Mainz, Deutschland",06131 4879538,https://babao-mainz.eatbu.com/,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"vietnamese_restaurant,restaurant,food,point_of_interest,establishment"
Mito - Fine Sushi & Asian Cuisine Mainz,"Seppel-Glückert-Passage 14, 55116 Mainz, Deutschland",0173 5741305,https://mito-mainz.eatbu.com/?lang=de,True,82,feste Pixel-Breite; IE-Kompatibilität,OK,"sushi_restaurant,vietnamese_restaurant,asian_fusion_restaurant,fusion_restaurant,asian_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment"
Pizzeria Da Salvo,"Werrastraße 3, 55122 Mainz-Gonsenheim, Deutschland",06131 42995,http://www.pizzeriadasalvo.de/,True,85,HTML4/XHTML,OK,"pizza_restaurant,italian_restaurant,restaurant,food,point_of_interest,establishment"
La Primavera,"Ob. Kreuzstraße 30, 55120 Mainz, Deutschland",06131 2501110,https://www.la-primavera-mainz.de/,True,85,HTML4/XHTML,OK,"restaurant,italian_restaurant,food,point_of_interest,establishment"
Mama Hoa,"Rathausstraße 10, 55128 Mainz, Deutschland",01590 6388999,https://www.mamahoa.de/,True,85,HTML4/XHTML,OK,"vietnamese_restaurant,restaurant,food,point_of_interest,establishment"
Goldener Hirsch,"Nackstraße 16, 55118 Mainz, Deutschland",06131 2108020,https://www.goldener-hirsch-mainz.de/,True,88,keine Media Queries,OK,"german_restaurant,european_restaurant,restaurant,food,point_of_interest,establishment"
Adam & Eden,"Bahnhofpl. 8, 55116 Mainz, Deutschland",06131 2679193,https://www.adamundeden.com/,True,88,keine Media Queries,OK,"restaurant,bar,cafe,food,point_of_interest,establishment"
Im Herzen Afrikas,"Gaustraße 38, 55116 Mainz-Altstadt, Deutschland",06131 3808111,https://im-herzen-afrikas.de/,True,88,keine Media Queries,OK,"restaurant,food,point_of_interest,establishment"
Stadtbalkon – Lavagrill & Bar,"Gutenbergpl. 2, 55116 Mainz-Altstadt, Deutschland",06131 6987747,http://www.stadtbalkon-mainz.de/,True,88,keine Media Queries,OK,"bar_and_grill,hamburger_restaurant,cocktail_bar,american_restaurant,bar,restaurant,food,point_of_interest,establishment"
Zum Goldstein,"Kartäuserstraße 3, 55116 Mainz, Deutschland",06131 236576,http://www.zum-goldstein.de/,True,88,keine Media Queries,OK,"german_restaurant,european_restaurant,restaurant,food,point_of_interest,establishment"
goldmarie mainz,"Clarissa-Kupferberg-Platz 9, 55118 Mainz, Deutschland",015678 127702,http://www.goldmariemainz.de/,True,88,keine Media Queries,OK,"bistro,restaurant,food,point_of_interest,establishment"
Hofgut Laubenheimer Höhe,"Auf der, Zur Laubenheimer Höhe 1-3, 55130 Mainz, Deutschland",06131 622260,http://www.hofgut-laubenheimer-hoehe.de/,True,88,keine Media Queries,OK,"restaurant,wedding_venue,tour_agency,travel_agency,german_restaurant,european_restaurant,catering_service,food_delivery,event_venue,food,service,point_of_interest,establishment"
La Oliva Mainz,"Am Gonsenheimer Spieß 2, 55122 Mainz, Deutschland",06131 384363,https://laoliva.de/laoliva-mainz,True,88,keine Media Queries,OK,"pizza_restaurant,restaurant,food,point_of_interest,establishment"
Restaurant Damas Mainz,"Holzstraße 34, 55116 Mainz, Deutschland",06131 224025,https://flanigo.com/restaurant/4588,True,88,keine Media Queries,OK,"lebanese_restaurant,restaurant,food,point_of_interest,establishment"
Weinstube Hottum,"Grebenstraße 3, 55116 Mainz, Deutschland",06131 223370,https://hottum-mainz.de/,True,88,keine Media Queries,OK,"wine_bar,bar,food,point_of_interest,establishment"
Andechser am Rhein,"Rheinstraße 4G, 55116 Mainz, Deutschland",06131 6366774,https://www.andechser-mainz.de/,True,88,keine Media Queries,OK,"german_restaurant,bavarian_restaurant,beer_garden,european_restaurant,bar,restaurant,food,point_of_interest,establishment"
Favorite Restaurant,"Karl-Weiser-Straße 1, 55131 Mainz, Deutschland",06131 8015133,https://favorite-mainz.de/genuss-kulinarik/sternerestaurant/,True,88,keine Media Queries,OK,"fine_dining_restaurant,european_restaurant,restaurant,food,point_of_interest,establishment"
Pascha Fisch Mainz | Täglich frisch zubereitete Fischspezialitäten,"Neubrunnenstraße 4, 55116 Mainz, Deutschland",06131 5540230,https://whatsapp.com/channel/0029VaxdGmcGzzKUXWieyB44,True,88,keine Media Queries,OK,"restaurant,food,point_of_interest,establishment"
Lehmanns WeinBistro & Vinothek,"Holzstraße 19, 55116 Mainz, Deutschland",06131 8924772,http://www.lehmannsmainz.de/,True,88,keine Media Queries,OK,"restaurant,food,point_of_interest,establishment"
natürlik lekker,"Franziskanerstraße 1, 55116 Mainz, Deutschland",06131 4685806,http://natuerliklekker.de/,True,88,keine Media Queries,OK,"vegan_restaurant,bistro,catering_service,salad_shop,vegetarian_restaurant,food_delivery,cafe,food_store,restaurant,food,store,service,point_of_interest,establishment"
HEY DU,"Leichhofstraße 8, 55116 Mainz, Deutschland",0163 1611172,https://www.heydumainz.de/,True,88,keine Media Queries,OK,"cafe,food,point_of_interest,establishment"
Lalo Bistro,"Bahnhofstraße 2b, 55116 Mainz, Deutschland",06131 9712562,http://www.lalobistro-mainz.de/,True,88,keine Media Queries,OK,"asian_restaurant,restaurant,food,point_of_interest,establishment"
Pizzeria Trattoria Da Rocco - Mainz,"Römerstraße 8, 55129 Mainz-Ebersheim, Deutschland",06136 9229755,https://daroccopizzeria.de/,True,88,keine Media Queries,OK,"pizza_restaurant,beer_garden,pizza_delivery,meal_delivery,noodle_shop,cafe,italian_restaurant,food_delivery,bar,event_venue,restaurant,food,point_of_interest,establishment"
Olivenbaum,"Alfred-Mumbächer-Straße 67D, 55128 Mainz, Deutschland",06131 331576,http://zum-olivenbaum.de/,True,88,keine Media Queries,OK,"restaurant,point_of_interest,food,establishment"
Asia World,"Am Schleifweg 15, 55128 Mainz, Deutschland",06131 3331249,https://www.asiaworldmainz.de/,True,88,keine Media Queries,OK,"chinese_restaurant,seafood_restaurant,mongolian_barbecue_restaurant,buffet_restaurant,sushi_restaurant,japanese_restaurant,asian_restaurant,restaurant,food,point_of_interest,establishment"
Humami-Modern Asian Food,"Westendstraße 30, 65195 Wiesbaden, Deutschland",0611 16899501,https://humami.de/,True,88,keine Media Queries,OK,"asian_restaurant,restaurant,food,point_of_interest,establishment"
Palm Bowls Mainz,"Dominikanerstraße 4, 55116 Mainz, Deutschland",06131 5866944,http://palmbowls.de/,True,88,keine Media Queries,OK,"restaurant,vegan_restaurant,vegetarian_restaurant,asian_restaurant,fast_food_restaurant,cafe,food,point_of_interest,establishment"
The Aya Asia,"Dotzheimer Str. 149, 65197 Wiesbaden, Deutschland",0611 16893445,https://theayaasia.com/,True,88,keine Media Queries,OK,"asian_restaurant,asian_fusion_restaurant,sushi_restaurant,fusion_restaurant,japanese_restaurant,restaurant,point_of_interest,food,establishment"
Oma Else,"Jakobsbergstraße 12, 55116 Mainz, Deutschland",06131 5530476,http://oma-else.de/,True,90,feste Pixel-Breite,OK,"restaurant,food,point_of_interest,establishment"
Bootshaus Mainz,"Victor-Hugo-Ufer 1, 55116 Mainz, Deutschland",06131 1438700,http://www.bootshausmainz.de/,True,90,feste Pixel-Breite,OK,"restaurant,food,point_of_interest,establishment"
Bei Bruno / Restaurant / Catering / Eventlocation,"Wilhelm-Maybach-Strasse, Dekan-Laist-Straße 54, 55129 Mainz-Hechtsheim, Deutschland",06131 5842304,http://www.bei-bruno.de/,True,90,feste Pixel-Breite,OK,"restaurant,german_restaurant,european_restaurant,food,point_of_interest,establishment"
Restaurant Esszimmer – Gonsberg,"Im Niedergarten 16, 55124 Mainz, Deutschland",,http://www.esszimmer-mainz.de/,True,90,feste Pixel-Breite,OK,"restaurant,food,point_of_interest,establishment"
butterfly | brunch & bar. coffee & cocktails.,"Große Langgasse 12, 55116 Mainz, Deutschland",0178 3093871,http://butterflybrunchbar.de/,True,90,feste Pixel-Breite,OK,"breakfast_restaurant,brunch_restaurant,bar,restaurant,food,point_of_interest,establishment"
Eisgrub-Bräu,"Weißliliengasse 1A, 55116 Mainz, Deutschland",06131 221104,https://www.eisgrub.de/,True,90,<font>-Tags,OK,"brewery,restaurant,food,manufacturer,service,point_of_interest,establishment"
schnack,"Mitternacht 18, 55116 Mainz, Deutschland",,http://cafeschnack.de/,True,90,feste Pixel-Breite,OK,"cafe,food,point_of_interest,establishment"
Retro,"Pfarrstraße 6, 55124 Mainz, Deutschland",06131 1439106,https://retro-gonsenheim.de/,True,90,feste Pixel-Breite,OK,"bar,point_of_interest,establishment"
Zeytoun - Die Olive,"Kapellenstraße 40, 55124 Mainz, Deutschland",0171 3333828,http://www.zeytoun.de/,True,90,feste Pixel-Breite,OK,"bistro,middle_eastern_restaurant,turkish_restaurant,falafel_restaurant,restaurant,food,point_of_interest,establishment"
Ristorante San Marco,"Am Stiftswingert 4, 55131 Mainz, Deutschland",06131 82962,https://sanmarco-mainz.de/,True,90,feste Pixel-Breite,OK,"restaurant,food,point_of_interest,establishment"
La Oliva Mainz City,"Große Langgasse 6, 55116 Mainz, Deutschland",06131 2106696,https://laoliva.de/,True,90,feste Pixel-Breite,OK,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Ristorante Tropea,"Am Kesseltal 8, 55129 Mainz, Deutschland",06136 9536988,http://www.tropea-mainz.de/,True,90,feste Pixel-Breite,OK,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Osakii Pan Asian Restaurant,"Weberstraße 15, 55130 Mainz, Deutschland",06131 8805599,http://www.osakii-mainz.de/,True,90,feste Pixel-Breite,OK,"fusion_restaurant,restaurant,food,point_of_interest,establishment"
an o ban,"Wallaustraße 4, 55118 Mainz, Deutschland",06131 3296115,http://www.anoban.de/,True,90,feste Pixel-Breite,OK,"restaurant,asian_restaurant,cafe,food,point_of_interest,establishment"
Wilma Wunder Mainz am Markt,"Markt 11, 55116 Mainz, Deutschland",06131 5401555,https://www.wilma-wunder.de/restaurants/mainz-am-markt/,True,92,IE-Kompatibilität,OK,"german_restaurant,european_restaurant,restaurant,food,point_of_interest,establishment"
Heiliggeist,"Rentengasse 2, 55116 Mainz, Deutschland",06131 4932170,https://www.heiliggeist.de/,True,92,IE-Kompatibilität,OK,"restaurant,bar,food,point_of_interest,establishment"
Kamin - Flammkuchen Restaurant,"Kapuzinerstraße 8, 55116 Mainz, Deutschland",06131 6277887,https://www.kamin-mainz.de/,True,92,IE-Kompatibilität,OK,"restaurant,food,point_of_interest,establishment"
Patagonia Mainz,"Kaiser-Wilhelm-Ring 74, 55118 Mainz, Deutschland",06131 2106660,http://www.patagonia-mainz.de/,True,92,IE-Kompatibilität,OK,"steak_house,chilean_restaurant,wine_bar,hamburger_restaurant,meal_takeaway,bar,south_american_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment"
Wilma Wunder Mainz im Cafe am Ballplatz,"Ballpl. 2, 55116 Mainz, Deutschland",06131 2191949,https://www.wilma-wunder.de/restaurants/mainz-am-ballplatz/,True,92,IE-Kompatibilität,OK,"german_restaurant,european_restaurant,restaurant,food,point_of_interest,establishment"
Zenz Wirtshaus,"Bahnhofpl. 4, 55116 Mainz, Deutschland",06131 5543834,https://www.zenz-wirtshaus.de/,True,92,IE-Kompatibilität,OK,"german_restaurant,european_restaurant,restaurant,food,point_of_interest,establishment"
Cubo Negro,"Karmeliterplatz 4, 55116 Mainz, Deutschland",06131 234361,https://www.cubonegro.de/,True,92,IE-Kompatibilität,OK,"restaurant,food,point_of_interest,establishment"
KONA,"Mittlere Bleiche 16, 55116 Mainz, Deutschland",06131 8940875,http://www.kona-mainz.de/,True,92,IE-Kompatibilität,OK,"restaurant,asian_restaurant,cafe,chinese_restaurant,japanese_restaurant,bar,food,point_of_interest,establishment"
Misaki - Sushi Grill Bar,"Rheinstraße 4, 55116 Mainz, Deutschland",06131 2117087,http://www.misaki-mainz.de/,True,92,IE-Kompatibilität,OK,"sushi_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment"
Hoi An QT - Fine Sushi & Indochine Kitchen,"Rheinstraße 53, 55116 Mainz, Deutschland",06131 6968599,http://hoianqt-mainz.de/,True,92,IE-Kompatibilität,OK,"sushi_restaurant,vietnamese_restaurant,indonesian_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment"
Ciao Amore | Café & Bar,"Klarastraße 19, 55116 Mainz, Deutschland",0172 9656915,http://www.ciaoamoremainz.de/,True,92,IE-Kompatibilität,OK,"cafe,bistro,deli,wine_bar,bar,food_store,restaurant,food,store,point_of_interest,establishment"
Taormina Pizzeria,"Münsterstraße 10, 55116 Mainz, Deutschland",06131 234335,https://taormina-mainz.de/,True,92,<center>-Tags,OK,"italian_restaurant,restaurant,point_of_interest,food,establishment"
Asia Family,"Große Bleiche 3, 55116 Mainz, Deutschland",06131 6199686,https://www.asiafamily.de/,True,92,IE-Kompatibilität,OK,"asian_restaurant,chinese_restaurant,restaurant,food,point_of_interest,establishment"
Lotus Garten - Sushi & Asiakitchen,"Holzstraße 10, 55116 Mainz, Deutschland",0176 84627866,http://lotusgarten-mainz.de/,True,92,IE-Kompatibilität,OK,"sushi_restaurant,vietnamese_restaurant,japanese_restaurant,asian_restaurant,restaurant,food,point_of_interest,establishment"
Viet Xua Restaurant,"Martinsstraße 10, 55116 Mainz, Deutschland",06131 6177253,https://www.vietxua.de/,True,92,IE-Kompatibilität,OK,"vietnamese_restaurant,restaurant,food,point_of_interest,establishment"
Taiyo Finest Sushi & Asian Fusion,"Kaiserstraße 16, 55116 Mainz, Deutschland",06131 6024268,http://www.taiyosushi.de/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8133198874710315938,True,92,IE-Kompatibilität,OK,"restaurant,food,point_of_interest,establishment"
SORI Ramen,"Kaiser-Wilhelm-Ring 56, 55118 Mainz, Deutschland",06131 6067469,https://www.sori-ramen.com/,True,92,IE-Kompatibilität,OK,"restaurant,food,point_of_interest,establishment"
O-BANMI,"Zaybachstraße 36, 55128 Mainz, Deutschland",0176 87844989,https://www.o-banmi.de/,True,92,IE-Kompatibilität,OK,"vietnamese_restaurant,restaurant,food,point_of_interest,establishment"
Zenrolls - Sushi Grab & Go,"Leichhof 11-13, 55116 Mainz, Deutschland",06131 2177089,https://zenrolls.de/,True,92,IE-Kompatibilität,OK,"sushi_restaurant,meal_takeaway,japanese_restaurant,restaurant,food,point_of_interest,establishment"
Noodle Days,"Fuststraße 17, 55116 Mainz, Deutschland",06131 2108972,https://www.noodledays.de/,True,92,IE-Kompatibilität,OK,"restaurant,food,point_of_interest,establishment"
Domo,"Mittlere Bleiche 25, 55116 Mainz, Deutschland",06131 236998,http://mainzdomo.de/,True,92,IE-Kompatibilität,OK,"korean_restaurant,sushi_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment"
Brunfels Restaurant,"Münsterstraße 11, 55116 Mainz-Altstadt, Deutschland",06131 3041000,https://www.brunfelsrestaurant.com/,True,100,keine,OK,"restaurant,food,point_of_interest,establishment"
WILLICHS,"Gartenfeldstraße 9, 55118 Mainz, Deutschland",06131 3397133,https://willichs-mainz.de/,True,100,keine,OK,"restaurant,food,point_of_interest,establishment"
Il Mondo GmbH,"Kurmainzstraße 24, 55126 Mainz, Deutschland",06131 604352,http://www.ilmondo-mainz.de/,True,100,keine,OK,"italian_restaurant,restaurant,food,point_of_interest,establishment"
Restaurant La Gallerie - Mainz,"Gaustraße 29, 55116 Mainz, Deutschland",06131 6969414,https://lagallerie-mainz.de/,True,100,keine,OK,"restaurant,wine_bar,fine_dining_restaurant,french_restaurant,italian_restaurant,bar,food,point_of_interest,establishment"
Zeitlos am Proviant Magazin,"Schillerstraße 11A, 55116 Mainz, Deutschland",0176 37088170,https://zeitlosproviant.de/,True,100,keine,OK,"restaurant,brunch_restaurant,vegetarian_restaurant,breakfast_restaurant,cafe,event_venue,service,food,point_of_interest,establishment"
Beim Peter,"Feldbergstraße 2, 55118 Mainz, Deutschland",06131 9507570,https://de-de.facebook.com/MetzgereiBeimPeter,True,100,keine,OK,"restaurant,food,point_of_interest,establishment"
Zum grünen Kakadu - Staatstheater Mainz,"Gutenbergpl. 3-5, 55116 Mainz, Deutschland",06131 2851281,http://zumgruenenkakadu-mainz.de/,True,100,keine,OK,"restaurant,food,point_of_interest,establishment"
eatDOORI - Indisches Restaurant Mainz,"Augustinerstraße 54-56, 55116 Mainz, Deutschland",06131 2181970,https://eatdoori.com/indisches-restaurant-mainz/,True,100,keine,OK,"indian_restaurant,south_indian_restaurant,meal_takeaway,north_indian_restaurant,restaurant,food,point_of_interest,establishment"
Olympia,"Karlsbader Str. 23, 55122 Mainz-Gonsenheim, Deutschland",06131 41587,http://www.olympia-mainz.de/,True,100,keine,OK,"greek_restaurant,bowling_alley,beer_garden,mediterranean_restaurant,coffee_shop,cafe,sports_complex,german_restaurant,european_restaurant,bar,event_venue,food_store,sports_activity_location,store,service,restaurant,food,point_of_interest,establishment"
Zum Heringsbrunnen,"Heringsbrunnengasse 1, 55116 Mainz, Deutschland",06131 9711970,https://www.heringsbrunnen.de/,True,100,keine,OK,"meal_takeaway,sports_bar,wine_bar,beer_garden,bar_and_grill,german_restaurant,european_restaurant,bar,restaurant,food,point_of_interest,establishment"
Maymay Bistro,"Reiterweg 15, 55129 Mainz, Deutschland",015563 399984,https://www.instagram.com/maymay.ebersheim/,True,100,keine,OK,"asian_restaurant,restaurant,food,point_of_interest,establishment"
The Kiwi Corner,"Gartenfeldstraße 10, 55118 Mainz, Deutschland",,https://www.instagram.com/the.kiwi.corner.mainz/,True,100,keine,OK,"cafe,food,point_of_interest,establishment"
Schinderhannes grill mezze,"Holzstraße 15, 55116 Mainz, Deutschland",06131 8891003,https://instagram.com/schinderhannes.de?igshid=YmMyMTA2M2Y=,True,100,keine,OK,"bistro,restaurant,food,point_of_interest,establishment"
Da Vito,"Holzstraße 1, 55116 Mainz, Deutschland",06131 229103,http://www.da-vito-mainz.de/,True,100,keine,OK,"italian_restaurant,meal_takeaway,food_store,store,restaurant,food,point_of_interest,establishment"
Ristorante Italiano Como Lario da Bruno,"Neubrunnenstraße 7, 55116 Mainz, Deutschland",06131 234028,http://www.como-lario.de/,True,100,keine,OK,"italian_restaurant,pizza_restaurant,restaurant,food,point_of_interest,establishment"
L’Angolo da Biagio,"Augustinerstraße 8, 55116 Mainz, Deutschland",06131 231737,http://www.l-angolo.de/,True,100,keine,OK,"italian_restaurant,restaurant,food,point_of_interest,establishment"
"Izakaya popup - kitchen, drinks, fusion","Holzhofstraße 5, 55116 Mainz, Deutschland",01512 1269573,https://www.instagram.com/izakaya_mainz/,True,100,keine,OK,"japanese_restaurant,restaurant,food,point_of_interest,establishment"
Co Thu Vietnamese Authentic Kitchen & Sushi Bar,"Peter-Cornelius-Platz 8, 55118 Mainz, Deutschland",06131 3334814,https://www.cothu-asiakueche.de/,True,100,keine,OK,"asian_restaurant,vietnamese_restaurant,sushi_restaurant,japanese_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment"
DìThu asiatische Küche,"Schusterstraße 58, 55116 Mainz, Deutschland",06131 8857419,https://www.dithu-asiakueche.de/,True,100,keine,OK,"asian_restaurant,vietnamese_restaurant,sushi_restaurant,meal_takeaway,japanese_restaurant,restaurant,food,point_of_interest,establishment"
Ramen Ippin Mainz,"Mittlere Bleiche 27, 55116 Mainz, Deutschland",06131 8947090,https://www.ramen-ippin.de/,True,100,keine,OK,"ramen_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment"
Dao's Kitchen Vietnamese Food,"Regerstraße 41, 55127 Lerchenberg, Deutschland",06131 5860160,https://www.facebook.com/Daos-Kitchen-1201369606665722/,True,100,keine,OK,"vietnamese_restaurant,restaurant,food,point_of_interest,establishment"
KoiSora Restaurant,"Taunusstraße 27-29, 65183 Wiesbaden, Deutschland",0611 98817333,http://www.koisora.com/,True,100,keine,OK,"sushi_restaurant,asian_restaurant,japanese_restaurant,restaurant,point_of_interest,food,establishment"
